Crop,District,Year,Season,Area(Hectare),Production(Tonne),Yield(Tonne/Hectare),Annual_Temp,Fertilizer(KG_per_hectare),ANNUAL_RAINFALL(Millimeters)
bajra,anantapur,2014,kharif,1752,1028.0,0.59,30.5,115.13,575.0
cotton,anantapur,2014,kharif,73734,103779.0,1.41,30.5,115.13,575.0
groundnut,anantapur,2014,kharif,550794,148714.0,0.27,30.5,115.13,575.0
groundnut,anantapur,2014,kharif,122578,72811.0,0.59,30.5,115.13,575.0
maize,anantapur,2014,kharif,16839,42687.0,2.54,30.5,115.13,575.0
maize,anantapur,2014,kharif,2693,8820.0,3.28,30.5,115.13,575.0
ragi,anantapur,2014,kharif,1136,1713.0,1.51,30.5,115.13,575.0
rice,anantapur,2014,kharif,22658,68155.0,3.01,30.5,115.13,575.0
turmeric,anantapur,2014,kharif,19,223.0,11.74,30.5,115.13,575.0
castor_seed,anantapur,2014,rabi,229,131.0,0.57,30.5,115.13,575.0
gram,anantapur,2014,rabi,68092,38676.0,0.57,30.5,115.13,575.0
moong(green_gram),anantapur,2014,rabi,586,481.0,0.82,30.5,115.13,575.0
safflower,anantapur,2014,rabi,310,87.0,0.28,30.5,115.13,575.0
sunflower,anantapur,2014,rabi,3386,1642.0,0.48,30.5,115.13,575.0
bajra,chittoor,2014,kharif,2071,4622.0,2.23,26.5,196.19,709.0
cotton,chittoor,2014,kharif,308,723.0,2.35,26.5,196.19,709.0
groundnut,chittoor,2014,kharif,27,44.0,1.63,26.5,196.19,709.0
maize,chittoor,2014,kharif,755,2500.0,3.31,26.5,196.19,709.0
ragi,chittoor,2014,kharif,4556,3686.0,0.81,26.5,196.19,709.0
rice,chittoor,2014,kharif,13304,44462.0,3.34,26.5,196.19,709.0
turmeric,chittoor,2014,kharif,17,199.0,11.71,26.5,196.19,709.0
gram,chittoor,2014,rabi,7,7.0,1.0,26.5,196.19,709.0
moong(green_gram),chittoor,2014,rabi,384,315.0,0.82,26.5,196.19,709.0
sunflower,chittoor,2014,rabi,1310,1104.0,0.84,26.5,196.19,709.0
bajra,east_godavari,2014,kharif,58,75.0,1.29,27.5,440.27,719.0
cotton,east_godavari,2014,kharif,22433,47597.0,2.12,27.5,440.27,719.0
groundnut,east_godavari,2014,kharif,804,1298.0,1.61,27.5,440.27,719.0
maize,east_godavari,2014,kharif,367,1215.0,3.31,27.5,440.27,719.0
ragi,east_godavari,2014,kharif,406,387.0,0.95,27.5,440.27,719.0
rice,east_godavari,2014,kharif,226072,681833.0,3.02,27.5,440.27,719.0
turmeric,east_godavari,2014,kharif,160,1151.0,7.19,27.5,440.27,719.0
gram,east_godavari,2014,rabi,97,187.0,1.93,27.5,440.27,719.0
moong(green_gram),east_godavari,2014,rabi,16204,5914.0,0.36,27.5,440.27,719.0
sunflower,east_godavari,2014,rabi,379,365.0,0.96,27.5,440.27,719.0
bajra,guntur,2014,kharif,689,758.0,1.1,30.5,415.43,576.0
cotton,guntur,2014,kharif,206374,1075856.0,5.21,30.5,415.43,576.0
groundnut,guntur,2014,kharif,15754,6963.0,0.44,30.5,415.43,576.0
maize,guntur,2014,kharif,408,1336.0,3.27,30.5,415.43,576.0
rice,guntur,2014,kharif,255607,1000190.0,3.91,30.5,415.43,576.0
turmeric,guntur,2014,kharif,4854,38817.0,8.0,30.5,415.43,576.0
castor_seed,guntur,2014,rabi,11,16.0,1.45,30.5,415.43,576.0
gram,guntur,2014,rabi,5945,13691.0,2.3,30.5,415.43,576.0
moong(green_gram),guntur,2014,rabi,47589,61199.0,1.29,30.5,415.43,576.0
sunflower,guntur,2014,rabi,86,83.0,0.97,30.5,415.43,576.0
bajra,kadapa,2014,kharif,1173,3010.0,2.57,32.5,277.4,607.0
cotton,kadapa,2014,kharif,34346,57550.0,1.68,32.5,277.4,607.0
groundnut,kadapa,2014,kharif,999,2690.0,2.69,32.5,277.4,607.0
maize,kadapa,2014,kharif,4682,20048.0,4.28,32.5,277.4,607.0
ragi,kadapa,2014,kharif,11,10.0,0.91,32.5,277.4,607.0
rice,kadapa,2014,kharif,42124,155648.0,3.69,32.5,277.4,607.0
turmeric,kadapa,2014,kharif,3285,26694.0,8.13,32.5,277.4,607.0
castor_seed,kadapa,2014,rabi,25,14.0,0.56,32.5,277.4,607.0
gram,kadapa,2014,rabi,68169,43083.0,0.63,32.5,277.4,607.0
moong(green_gram),kadapa,2014,rabi,4935,4047.0,0.82,32.5,277.4,607.0
safflower,kadapa,2014,rabi,300,93.0,0.31,32.5,277.4,607.0
sunflower,kadapa,2014,rabi,14902,10536.0,0.71,32.5,277.4,607.0
cotton,krishna,2014,kharif,55571,261650.0,4.71,29.12,435.53,724.0
groundnut,krishna,2014,kharif,94160,67607.0,0.72,29.12,435.53,724.0
maize,krishna,2014,kharif,38554,138717.0,3.6,29.12,435.53,724.0
rice,krishna,2014,kharif,235212,788901.0,3.35,29.12,435.53,724.0
turmeric,krishna,2014,kharif,1887,22578.0,11.97,29.12,435.53,724.0
castor_seed,krishna,2014,rabi,20,65362.79082774049,3.560212527964206,29.12,435.53,724.0
castor_seed,krishna,2014,rabi,366,209.0,0.57,29.12,435.53,724.0
gram,krishna,2014,rabi,769,1485.0,1.93,29.12,435.53,724.0
moong(green_gram),krishna,2014,rabi,15572,12286.0,0.79,29.12,435.53,724.0
sunflower,krishna,2014,rabi,15,14.0,0.93,29.12,435.53,724.0
bajra,kurnool,2014,kharif,5056,7083.0,1.4,27.65,263.71,759.0
cotton,kurnool,2014,kharif,306058,809620.0,2.65,27.65,263.71,759.0
groundnut,kurnool,2014,kharif,2376,3835.0,1.61,27.65,263.71,759.0
maize,kurnool,2014,kharif,1183,4294.0,3.63,27.65,263.71,759.0
rice,kurnool,2014,kharif,91569,361514.0,3.95,27.65,263.71,759.0
turmeric,kurnool,2014,kharif,2037,35705.0,17.53,27.65,263.71,759.0
gram,kurnool,2014,rabi,143877,190205.0,1.32,27.65,263.71,759.0
moong(green_gram),kurnool,2014,rabi,1862,1527.0,0.82,27.65,263.71,759.0
safflower,kurnool,2014,rabi,68,30.0,0.44,27.65,263.71,759.0
sunflower,kurnool,2014,rabi,8362,10294.0,1.23,27.65,263.71,759.0
bajra,prakasam,2014,kharif,10611,10887.0,1.03,27.21,266.6866133333333,929.8805333333333
cotton,prakasam,2014,kharif,71520,252407.0,3.53,27.21,266.6866133333333,929.8805333333333
groundnut,prakasam,2014,kharif,4707,13297.0,2.82,27.21,266.6866133333333,929.8805333333333
maize,prakasam,2014,kharif,132,437.0,3.31,27.21,266.6866133333333,929.8805333333333
ragi,prakasam,2014,kharif,24,23.0,0.96,27.21,266.6866133333333,929.8805333333333
rice,prakasam,2014,kharif,31764,121783.0,3.83,27.21,266.6866133333333,929.8805333333333
turmeric,prakasam,2014,kharif,698,5023.0,7.2,27.21,266.6866133333333,929.8805333333333
castor_seed,prakasam,2014,rabi,1064,468.0,0.44,27.21,266.6866133333333,929.8805333333333
gram,prakasam,2014,rabi,50750,95867.0,1.89,27.21,266.6866133333333,929.8805333333333
moong(green_gram),prakasam,2014,rabi,2274,1853.0,0.81,27.21,266.6866133333333,929.8805333333333
safflower,prakasam,2014,rabi,3,1.0,0.33,27.21,266.6866133333333,929.8805333333333
sunflower,prakasam,2014,rabi,8090,7710.0,0.95,27.21,266.6866133333333,929.8805333333333
bajra,spsr_nellore,2014,kharif,622,1663.0,2.67,30.5,343.32,916.0
cotton,spsr_nellore,2014,kharif,6615,20463.0,3.09,30.5,343.32,916.0
groundnut,spsr_nellore,2014,kharif,3874,3882.0,1.0,30.5,343.32,916.0
maize,spsr_nellore,2014,kharif,9103,36330.0,3.99,30.5,343.32,916.0
ragi,spsr_nellore,2014,kharif,34,32.0,0.94,30.5,343.32,916.0
rice,spsr_nellore,2014,kharif,62232,232561.0,3.74,30.5,343.32,916.0
turmeric,spsr_nellore,2014,kharif,174,1252.0,7.2,30.5,343.32,916.0
gram,spsr_nellore,2014,rabi,3699,7069.0,1.91,30.5,343.32,916.0
moong(green_gram),spsr_nellore,2014,rabi,11526,9463.0,0.82,30.5,343.32,916.0
sunflower,spsr_nellore,2014,rabi,784,835.0,1.07,30.5,343.32,916.0
bajra,srikakulam,2014,kharif,196,522.0,2.66,29.5,183.22,803.0
cotton,srikakulam,2014,kharif,9563,42122.0,4.4,29.5,183.22,803.0
groundnut,srikakulam,2014,kharif,1383,1481.0,1.07,29.5,183.22,803.0
maize,srikakulam,2014,kharif,5894,9224.0,1.56,29.5,183.22,803.0
ragi,srikakulam,2014,kharif,207,277.0,1.34,29.5,183.22,803.0
rice,srikakulam,2014,kharif,205485,434806.0,2.12,29.5,183.22,803.0
turmeric,srikakulam,2014,kharif,214,1540.0,7.2,29.5,183.22,803.0
gram,srikakulam,2014,rabi,1,2.0,2.0,29.5,183.22,803.0
moong(green_gram),srikakulam,2014,rabi,32712,17207.0,0.53,29.5,183.22,803.0
sunflower,srikakulam,2014,rabi,1170,1127.0,0.96,29.5,183.22,803.0
bajra,visakhapatanam,2014,kharif,2395,2170.0,0.91,28.5,133.55,873.0
cotton,visakhapatanam,2014,kharif,2840,12510.0,4.4,28.5,133.55,873.0
groundnut,visakhapatanam,2014,kharif,6189,6344.0,1.03,28.5,133.55,873.0
maize,visakhapatanam,2014,kharif,16616,47705.0,2.87,28.5,133.55,873.0
ragi,visakhapatanam,2014,kharif,20880,19982.0,0.96,28.5,133.55,873.0
rice,visakhapatanam,2014,kharif,98190,159755.0,1.63,28.5,133.55,873.0
turmeric,visakhapatanam,2014,kharif,2940,8270.0,2.81,28.5,133.55,873.0
turmeric,visakhapatanam,2014,kharif,47,338.0,7.19,28.5,133.55,873.0
gram,visakhapatanam,2014,rabi,87,168.0,1.93,28.5,133.55,873.0
moong(green_gram),visakhapatanam,2014,rabi,3670,3009.0,0.82,28.5,133.55,873.0
sunflower,visakhapatanam,2014,rabi,186,179.0,0.96,28.5,133.55,873.0
bajra,vizianagaram,2014,kharif,132,95.0,0.72,29.5,266.6866133333333,929.8805333333333
cotton,vizianagaram,2014,kharif,15698,37286.0,2.38,29.5,266.6866133333333,929.8805333333333
groundnut,vizianagaram,2014,kharif,343,554.0,1.62,29.5,266.6866133333333,929.8805333333333
maize,vizianagaram,2014,kharif,2637,15445.0,5.86,29.5,266.6866133333333,929.8805333333333
ragi,vizianagaram,2014,kharif,1488,1244.0,0.84,29.5,266.6866133333333,929.8805333333333
rice,vizianagaram,2014,kharif,119229,314526.0,2.64,29.5,266.6866133333333,929.8805333333333
turmeric,vizianagaram,2014,kharif,197,1418.0,7.2,29.5,266.6866133333333,929.8805333333333
gram,vizianagaram,2014,rabi,229,442.0,1.93,29.5,266.6866133333333,929.8805333333333
moong(green_gram),vizianagaram,2014,rabi,14272,7850.0,0.55,29.5,266.6866133333333,929.8805333333333
sunflower,vizianagaram,2014,rabi,6,6.0,1.0,29.5,266.6866133333333,929.8805333333333
cotton,west_godavari,2014,kharif,9795,13807.0,1.41,28.5,668.86,673.0
rice,west_godavari,2014,kharif,231475,733313.0,3.17,28.5,668.86,673.0
gram,west_godavari,2014,rabi,44,85.0,1.93,28.5,668.86,673.0
moong(green_gram),west_godavari,2014,rabi,8450,6143.0,0.73,28.5,668.86,673.0
sunflower,west_godavari,2014,rabi,335,323.0,0.96,28.5,668.86,673.0
bajra,anantapur,2015,kharif,3226,3326.0,1.03,30.75,87.91,755.9
cotton,anantapur,2015,kharif,60154,100071.0,1.66,30.75,87.91,755.9
groundnut,anantapur,2015,kharif,444657,319708.0,0.72,30.75,87.91,755.9
groundnut,anantapur,2015,kharif,114394,130867.0,1.14,30.75,87.91,755.9
maize,anantapur,2015,kharif,13743,39662.0,2.89,30.75,87.91,755.9
maize,anantapur,2015,kharif,2271,8019.0,3.53,30.75,87.91,755.9
ragi,anantapur,2015,kharif,1214,2651.0,2.18,30.75,87.91,755.9
rice,anantapur,2015,kharif,20033,61012.0,3.05,30.75,87.91,755.9
turmeric,anantapur,2015,kharif,19,151.0,7.95,30.75,87.91,755.9
castor_seed,anantapur,2015,rabi,118,111.0,0.94,30.75,87.91,755.9
gram,anantapur,2015,rabi,75799,34185.0,0.45,30.75,87.91,755.9
moong(green_gram),anantapur,2015,rabi,756,635.0,0.84,30.75,87.91,755.9
safflower,anantapur,2015,rabi,162,124.0,0.77,30.75,87.91,755.9
sunflower,anantapur,2015,rabi,1989,1172.0,0.59,30.75,87.91,755.9
bajra,chittoor,2015,kharif,2374,6669.0,2.81,26.2,150.14,1086.0
cotton,chittoor,2015,kharif,435,761.0,1.75,26.2,150.14,1086.0
groundnut,chittoor,2015,kharif,57,119.0,2.09,26.2,150.14,1086.0
maize,chittoor,2015,kharif,719,2739.0,3.81,26.2,150.14,1086.0
ragi,chittoor,2015,kharif,5197,5582.0,1.07,26.2,150.14,1086.0
rice,chittoor,2015,kharif,9476,32587.0,3.44,26.2,150.14,1086.0
turmeric,chittoor,2015,kharif,12,95.0,7.92,26.2,150.14,1086.0
gram,chittoor,2015,rabi,2,2.0,1.0,26.2,150.14,1086.0
moong(green_gram),chittoor,2015,rabi,301,253.0,0.84,26.2,150.14,1086.0
sunflower,chittoor,2015,rabi,842,722.0,0.86,26.2,150.14,1086.0
bajra,east_godavari,2015,kharif,65,62.0,0.95,27.5,412.05,1953.6
cotton,east_godavari,2015,kharif,20565,60153.0,2.93,27.5,412.05,1953.6
groundnut,east_godavari,2015,kharif,559,1168.0,2.09,27.5,412.05,1953.6
maize,east_godavari,2015,kharif,689,2625.0,3.81,27.5,412.05,1953.6
ragi,east_godavari,2015,kharif,225,191.0,0.85,27.5,412.05,1953.6
rice,east_godavari,2015,kharif,227836,696471.0,3.06,27.5,412.05,1953.6
turmeric,east_godavari,2015,kharif,164,1108.0,6.76,27.5,412.05,1953.6
gram,east_godavari,2015,rabi,220,408.0,1.85,27.5,412.05,1953.6
moong(green_gram),east_godavari,2015,rabi,18631,6018.0,0.32,27.5,412.05,1953.6
sunflower,east_godavari,2015,rabi,99,107.0,1.08,27.5,412.05,1953.6
bajra,guntur,2015,kharif,1556,3179.0,2.04,30.6,317.23,1460.5
cotton,guntur,2015,kharif,198220,768744.0,3.88,30.6,317.23,1460.5
groundnut,guntur,2015,kharif,28676,36619.0,1.28,30.6,317.23,1460.5
maize,guntur,2015,kharif,190,671.0,3.53,30.6,317.23,1460.5
rice,guntur,2015,kharif,160608,465820.0,2.9,30.6,317.23,1460.5
turmeric,guntur,2015,kharif,5328,34030.0,6.39,30.6,317.23,1460.5
castor_seed,guntur,2015,rabi,288,373.0,1.3,30.6,317.23,1460.5
gram,guntur,2015,rabi,16080,26210.0,1.63,30.6,317.23,1460.5
moong(green_gram),guntur,2015,rabi,43482,46221.0,1.06,30.6,317.23,1460.5
sunflower,guntur,2015,rabi,2,2.0,1.0,30.6,317.23,1460.5
bajra,kadapa,2015,kharif,2340,3749.0,1.6,32.33,189.37,907.4
cotton,kadapa,2015,kharif,32753,46665.0,1.42,32.33,189.37,907.4
groundnut,kadapa,2015,kharif,1050,3583.0,3.41,32.33,189.37,907.4
maize,kadapa,2015,kharif,3457,13956.0,4.04,32.33,189.37,907.4
ragi,kadapa,2015,kharif,7,9.0,1.29,32.33,189.37,907.4
rice,kadapa,2015,kharif,18625,50337.0,2.7,32.33,189.37,907.4
turmeric,kadapa,2015,kharif,3541,19440.0,5.49,32.33,189.37,907.4
castor_seed,kadapa,2015,rabi,2,2.0,1.0,32.33,189.37,907.4
gram,kadapa,2015,rabi,79214,89512.0,1.13,32.33,189.37,907.4
moong(green_gram),kadapa,2015,rabi,10385,8723.0,0.84,32.33,189.37,907.4
safflower,kadapa,2015,rabi,28,22.0,0.79,32.33,189.37,907.4
sunflower,kadapa,2015,rabi,8871,8702.0,0.98,32.33,189.37,907.4
cotton,krishna,2015,kharif,52784,200829.0,3.8,29.41,402.5,1770.8
groundnut,krishna,2015,kharif,73370,66620.0,0.91,29.41,402.5,1770.8
maize,krishna,2015,kharif,18239,73284.0,4.02,29.41,402.5,1770.8
rice,krishna,2015,kharif,210818,707083.0,3.35,29.41,402.5,1770.8
turmeric,krishna,2015,kharif,2071,20878.0,10.08,29.41,402.5,1770.8
castor_seed,krishna,2015,rabi,72,29.0,0.4,29.41,402.5,1770.8
gram,krishna,2015,rabi,1242,2567.0,2.07,29.41,402.5,1770.8
moong(green_gram),krishna,2015,rabi,8779,8402.0,0.96,29.41,402.5,1770.8
sunflower,krishna,2015,rabi,13,14.0,1.08,29.41,402.5,1770.8
bajra,kurnool,2015,kharif,9765,13251.0,1.36,28.33,196.81,824.1
cotton,kurnool,2015,kharif,200123,366412.0,1.83,28.33,196.81,824.1
groundnut,kurnool,2015,kharif,2949,9572.0,3.25,28.33,196.81,824.1
maize,kurnool,2015,kharif,415,2329.0,5.61,28.33,196.81,824.1
rice,kurnool,2015,kharif,46316,145993.0,3.15,28.33,196.81,824.1
turmeric,kurnool,2015,kharif,1654,21786.0,13.17,28.33,196.81,824.1
gram,kurnool,2015,rabi,199242,159194.0,0.8,28.33,196.81,824.1
moong(green_gram),kurnool,2015,rabi,2998,2518.0,0.84,28.33,196.81,824.1
safflower,kurnool,2015,rabi,114,66.0,0.58,28.33,196.81,824.1
sunflower,kurnool,2015,rabi,3066,2066.0,0.67,28.33,196.81,824.1
bajra,prakasam,2015,kharif,10744,24056.0,2.24,27.29,266.6866133333333,929.8805333333333
cotton,prakasam,2015,kharif,58025,163447.0,2.82,27.29,266.6866133333333,929.8805333333333
groundnut,prakasam,2015,kharif,5352,15895.0,2.97,27.29,266.6866133333333,929.8805333333333
maize,prakasam,2015,kharif,78,297.0,3.81,27.29,266.6866133333333,929.8805333333333
ragi,prakasam,2015,kharif,65,55.0,0.85,27.29,266.6866133333333,929.8805333333333
rice,prakasam,2015,kharif,14187,61438.0,4.33,27.29,266.6866133333333,929.8805333333333
turmeric,prakasam,2015,kharif,637,4216.0,6.62,27.29,266.6866133333333,929.8805333333333
castor_seed,prakasam,2015,rabi,1305,711.0,0.54,27.29,266.6866133333333,929.8805333333333
gram,prakasam,2015,rabi,91972,177690.0,1.93,27.29,266.6866133333333,929.8805333333333
moong(green_gram),prakasam,2015,rabi,1790,1314.0,0.73,27.29,266.6866133333333,929.8805333333333
sunflower,prakasam,2015,rabi,3312,3713.0,1.12,27.29,266.6866133333333,929.8805333333333
bajra,spsr_nellore,2015,kharif,371,1350.0,3.64,30.21,270.35,1397.6
cotton,spsr_nellore,2015,kharif,4617,10969.0,2.38,30.21,270.35,1397.6
groundnut,spsr_nellore,2015,kharif,4165,4873.0,1.17,30.21,270.35,1397.6
maize,spsr_nellore,2015,kharif,10570,44013.0,4.16,30.21,270.35,1397.6
ragi,spsr_nellore,2015,kharif,22,19.0,0.86,30.21,270.35,1397.6
rice,spsr_nellore,2015,kharif,30413,110683.0,3.64,30.21,270.35,1397.6
turmeric,spsr_nellore,2015,kharif,115,777.0,6.76,30.21,270.35,1397.6
gram,spsr_nellore,2015,rabi,7108,9553.0,1.34,30.21,270.35,1397.6
moong(green_gram),spsr_nellore,2015,rabi,10335,5374.0,0.52,30.21,270.35,1397.6
sunflower,spsr_nellore,2015,rabi,541,439.0,0.81,30.21,270.35,1397.6
bajra,srikakulam,2015,kharif,176,444.0,2.52,30.75,167.77,1621.7
cotton,srikakulam,2015,kharif,8883,28105.0,3.16,30.75,167.77,1621.7
groundnut,srikakulam,2015,kharif,1472,2053.0,1.39,30.75,167.77,1621.7
maize,srikakulam,2015,kharif,5310,12176.0,2.29,30.75,167.77,1621.7
ragi,srikakulam,2015,kharif,291,373.0,1.28,30.75,167.77,1621.7
rice,srikakulam,2015,kharif,204003,470320.0,2.31,30.75,167.77,1621.7
turmeric,srikakulam,2015,kharif,215,1452.0,6.75,30.75,167.77,1621.7
moong(green_gram),srikakulam,2015,rabi,29610,17233.0,0.58,30.75,167.77,1621.7
sunflower,srikakulam,2015,rabi,684,737.0,1.08,30.75,167.77,1621.7
bajra,visakhapatanam,2015,kharif,2506,2448.0,0.98,28.33,116.41,1793.8
cotton,visakhapatanam,2015,kharif,2123,3609.0,1.7,28.33,116.41,1793.8
groundnut,visakhapatanam,2015,kharif,4428,4614.0,1.04,28.33,116.41,1793.8
maize,visakhapatanam,2015,kharif,16577,62247.0,3.76,28.33,116.41,1793.8
ragi,visakhapatanam,2015,kharif,17955,15082.0,0.84,28.33,116.41,1793.8
rice,visakhapatanam,2015,kharif,103090,219339.0,2.13,28.33,116.41,1793.8
turmeric,visakhapatanam,2015,kharif,2998,15401.0,5.14,28.33,116.41,1793.8
turmeric,visakhapatanam,2015,kharif,31,209.0,6.74,28.33,116.41,1793.8
gram,visakhapatanam,2015,rabi,102,189.0,1.85,28.33,116.41,1793.8
moong(green_gram),visakhapatanam,2015,rabi,3677,1857.0,0.51,28.33,116.41,1793.8
sunflower,visakhapatanam,2015,rabi,132,142.0,1.08,28.33,116.41,1793.8
bajra,vizianagaram,2015,kharif,196,356.0,1.82,29.06,266.6866133333333,929.8805333333333
cotton,vizianagaram,2015,kharif,15597,33141.0,2.12,29.06,266.6866133333333,929.8805333333333
groundnut,vizianagaram,2015,kharif,1001,2092.0,2.09,29.06,266.6866133333333,929.8805333333333
maize,vizianagaram,2015,kharif,2759,14187.0,5.14,29.06,266.6866133333333,929.8805333333333
ragi,vizianagaram,2015,kharif,1627,1440.0,0.89,29.06,266.6866133333333,929.8805333333333
rice,vizianagaram,2015,kharif,124275,366590.0,2.95,29.06,266.6866133333333,929.8805333333333
turmeric,vizianagaram,2015,kharif,210,1418.0,6.75,29.06,266.6866133333333,929.8805333333333
gram,vizianagaram,2015,rabi,123,228.0,1.85,29.06,266.6866133333333,929.8805333333333
moong(green_gram),vizianagaram,2015,rabi,18257,10151.0,0.56,29.06,266.6866133333333,929.8805333333333
cotton,west_godavari,2015,kharif,8392,27715.0,3.3,28.41,554.22,1733.4
rice,west_godavari,2015,kharif,229204,727885.0,3.18,28.41,554.22,1733.4
gram,west_godavari,2015,rabi,25,46.0,1.84,28.41,554.22,1733.4
moong(green_gram),west_godavari,2015,rabi,10539,10023.0,0.95,28.41,554.22,1733.4
sunflower,west_godavari,2015,rabi,174,188.0,1.08,28.41,554.22,1733.4
bajra,anantapur,2016,kharif,2467,1258.0,0.51,32.0,76.42,482.0
cotton,anantapur,2016,kharif,31691,25977.0,0.82,32.0,76.42,482.0
groundnut,anantapur,2016,kharif,608162,140485.0,0.23,32.0,76.42,482.0
groundnut,anantapur,2016,kharif,133124,71887.0,0.54,32.0,76.42,482.0
maize,anantapur,2016,kharif,14131,29152.0,2.06,32.0,76.42,482.0
maize,anantapur,2016,kharif,1144,3808.0,3.33,32.0,76.42,482.0
ragi,anantapur,2016,kharif,1108,2345.0,2.12,32.0,76.42,482.0
rice,anantapur,2016,kharif,17983,44138.0,2.45,32.0,76.42,482.0
castor_seed,anantapur,2016,rabi,35,11.0,0.31,32.0,76.42,482.0
gram,anantapur,2016,rabi,22874,5924.0,0.26,32.0,76.42,482.0
moong(green_gram),anantapur,2016,rabi,30,12.0,0.4,32.0,76.42,482.0
safflower,anantapur,2016,rabi,32,8.0,0.25,32.0,76.42,482.0
sunflower,anantapur,2016,rabi,1214,853.0,0.7,32.0,76.42,482.0
bajra,chittoor,2016,kharif,2242,6188.0,2.76,27.64,128.61,952.5
cotton,chittoor,2016,kharif,517,1311.0,2.54,27.64,128.61,952.5
groundnut,chittoor,2016,kharif,45,101.0,2.24,27.64,128.61,952.5
maize,chittoor,2016,kharif,643,2614.0,4.07,27.64,128.61,952.5
ragi,chittoor,2016,kharif,4333,1738.0,0.4,27.64,128.61,952.5
rice,chittoor,2016,kharif,22905,78527.0,3.43,27.64,128.61,952.5
turmeric,chittoor,2016,kharif,13,52.0,4.0,27.64,128.61,952.5
gram,chittoor,2016,rabi,4,3.0,0.75,27.64,128.61,952.5
moong(green_gram),chittoor,2016,rabi,515,212.0,0.41,27.64,128.61,952.5
sunflower,chittoor,2016,rabi,773,995.0,1.29,27.64,128.61,952.5
bajra,east_godavari,2016,kharif,78,86.0,1.1,28.83,406.28,845.0
cotton,east_godavari,2016,kharif,12743,33744.0,2.65,28.83,406.28,845.0
groundnut,east_godavari,2016,kharif,698,1572.0,2.25,28.83,406.28,845.0
maize,east_godavari,2016,kharif,411,1671.0,4.07,28.83,406.28,845.0
ragi,east_godavari,2016,kharif,252,253.0,1.0,28.83,406.28,845.0
rice,east_godavari,2016,kharif,220489,737644.0,3.35,28.83,406.28,845.0
turmeric,east_godavari,2016,kharif,216,912.0,4.22,28.83,406.28,845.0
gram,east_godavari,2016,rabi,1503,2262.0,1.5,28.83,406.28,845.0
moong(green_gram),east_godavari,2016,rabi,19259,11767.0,0.61,28.83,406.28,845.0
sunflower,east_godavari,2016,rabi,103,79.0,0.77,28.83,406.28,845.0
bajra,guntur,2016,kharif,2219,1267.0,0.57,30.93,352.35,610.9
cotton,guntur,2016,kharif,141856,654201.0,4.61,30.93,352.35,610.9
groundnut,guntur,2016,kharif,52015,19558.0,0.38,30.93,352.35,610.9
maize,guntur,2016,kharif,405,1714.0,4.23,30.93,352.35,610.9
rice,guntur,2016,kharif,163747,685336.0,4.19,30.93,352.35,610.9
turmeric,guntur,2016,kharif,5582,25521.0,4.57,30.93,352.35,610.9
castor_seed,guntur,2016,rabi,20,11.0,0.55,30.93,352.35,610.9
gram,guntur,2016,rabi,21997,43158.0,1.96,30.93,352.35,610.9
moong(green_gram),guntur,2016,rabi,12155,7317.0,0.6,30.93,352.35,610.9
bajra,kadapa,2016,kharif,3610,4220.0,1.17,33.8,217.7,658.7
cotton,kadapa,2016,kharif,18840,17430.0,0.93,33.8,217.7,658.7
groundnut,kadapa,2016,kharif,926,4085.0,4.41,33.8,217.7,658.7
maize,kadapa,2016,kharif,4545,19716.0,4.34,33.8,217.7,658.7
ragi,kadapa,2016,kharif,19,14.0,0.74,33.8,217.7,658.7
rice,kadapa,2016,kharif,44388,146747.0,3.31,33.8,217.7,658.7
turmeric,kadapa,2016,kharif,4918,16249.0,3.3,33.8,217.7,658.7
castor_seed,kadapa,2016,rabi,9,6.0,0.67,33.8,217.7,658.7
gram,kadapa,2016,rabi,82032,33059.0,0.4,33.8,217.7,658.7
moong(green_gram),kadapa,2016,rabi,1569,645.0,0.41,33.8,217.7,658.7
safflower,kadapa,2016,rabi,10,10.0,1.0,33.8,217.7,658.7
sunflower,kadapa,2016,rabi,7185,10181.0,1.42,33.8,217.7,658.7
cotton,krishna,2016,kharif,37312,159453.0,4.27,29.82,544.55,876.5
groundnut,krishna,2016,kharif,113447,99153.0,0.87,29.82,544.55,876.5
maize,krishna,2016,kharif,27874,149600.0,5.37,29.82,544.55,876.5
rice,krishna,2016,kharif,215895,833499.0,3.86,29.82,544.55,876.5
turmeric,krishna,2016,kharif,2318,13931.0,6.01,29.82,544.55,876.5
castor_seed,krishna,2016,rabi,50,27.0,0.54,29.82,544.55,876.5
gram,krishna,2016,rabi,1771,3227.0,1.82,29.82,544.55,876.5
moong(green_gram),krishna,2016,rabi,4101,1542.0,0.38,29.82,544.55,876.5
sunflower,krishna,2016,rabi,5,4.0,0.8,29.82,544.55,876.5
bajra,kurnool,2016,kharif,8413,14479.0,1.72,28.65,254.64,500.4
cotton,kurnool,2016,kharif,176195,531777.0,3.02,28.65,254.64,500.4
groundnut,kurnool,2016,kharif,3771,10069.0,2.67,28.65,254.64,500.4
maize,kurnool,2016,kharif,726,2189.0,3.02,28.65,254.64,500.4
rice,kurnool,2016,kharif,79264,322068.0,4.06,28.65,254.64,500.4
turmeric,kurnool,2016,kharif,1861,11103.0,5.97,28.65,254.64,500.4
gram,kurnool,2016,rabi,170870,159422.0,0.93,28.65,254.64,500.4
